UDI,Product ID,Nombre_Producto,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
6150,M21009,Producto 8847,Medio,301,"311,1",1420,"47,4",167,0,No Failure
6151,L53330,Producto 4698,Bajo,"301,1","311,1",1711,"29,1",170,0,No Failure
6152,L53331,Producto 4699,Bajo,"301,1","311,2",1555,"35,3",172,0,No Failure
6153,M21012,Producto 8848,Medio,"301,1","311,1",1592,"35,7",174,0,No Failure
6154,L53333,Producto 4700,Bajo,301,"311,1",1236,"64,4",177,1,Overstrain Failure
6155,M21014,Producto 8849,Medio,301,"310,9",1765,"24,2",179,0,No Failure
6156,L53335,Producto 4701,Bajo,301,311,1634,"31,2",182,0,No Failure
6157,L53336,Producto 4702,Bajo,"301,1","311,1",1508,"41,5",184,0,No Failure
6158,L53337,Producto 4703,Bajo,"301,1","311,2",1774,"29,6",186,0,No Failure
6159,L53338,Producto 4704,Bajo,"301,1",311,1677,"29,1",188,0,No Failure
6160,L53339,Producto 4705,Bajo,301,311,1399,58,190,1,Overstrain Failure
6161,L53340,Producto 4706,Bajo,301,"310,9",1570,34,192,0,No Failure
6162,L53341,Producto 4707,Bajo,301,"310,9",1479,"44,3",194,0,No Failure
6163,L53342,Producto 4708,Bajo,301,"310,8",1558,"34,9",196,0,No Failure
6164,L53343,Producto 4709,Bajo,"300,8","310,7",1358,"48,1",198,0,No Failure
6165,H35578,Producto 613,Alto,"300,9","310,7",1656,"30,7",200,0,No Failure
6166,L53345,Producto 4710,Bajo,"300,9","310,7",1523,"35,8",205,0,No Failure
6167,H35580,Producto 614,Alto,"300,9","310,7",1403,"40,6",207,0,No Failure
6168,M21027,Producto 8850,Medio,"300,9","310,7",1362,"51,6",212,0,No Failure
6169,M21028,Producto 8851,Medio,"300,7","310,6",1778,"27,1",215,0,No Failure
6170,L53349,Producto 4711,Bajo,"300,7","310,5",1448,"38,2",218,0,No Failure
6171,H35584,Producto 615,Alto,"300,8","310,5",1559,"40,1",220,0,No Failure
6172,L53351,Producto 4712,Bajo,"300,8","310,6",1416,"42,2",225,0,No Failure
6173,L53352,Producto 4713,Bajo,"300,8","310,6",1577,"37,9",227,1,Tool Wear Failure
6174,L53353,Producto 4714,Bajo,"300,8","310,7",1633,"27,8",0,0,No Failure
6175,L53354,Producto 4715,Bajo,"300,9","310,7",1573,"31,2",2,0,No Failure
6176,L53355,Producto 4716,Bajo,"300,9","310,8",1517,"44,3",4,0,No Failure
6177,L53356,Producto 4717,Bajo,301,"310,9",1515,"37,3",6,0,No Failure
6178,L53357,Producto 4718,Bajo,301,"310,8",1527,"45,3",8,0,No Failure
6179,L53358,Producto 4719,Bajo,"301,1","310,9",1282,"67,9",10,1,Power Failure
6180,M21039,Producto 8852,Medio,"301,1","310,9",1396,"45,1",12,0,No Failure
6181,L53360,Producto 4720,Bajo,301,"310,9",1492,"44,6",15,0,No Failure
6182,L53361,Producto 4721,Bajo,301,"310,8",1975,"19,7",17,0,No Failure
6183,L53362,Producto 4722,Bajo,301,"310,8",1475,"35,3",19,0,No Failure
6184,H35597,Producto 616,Alto,301,"310,9",1495,"37,3",21,0,No Failure
6185,L53364,Producto 4723,Bajo,301,311,1553,"35,8",26,0,No Failure
6186,L53365,Producto 4724,Bajo,"301,1",311,1918,"21,7",28,0,No Failure
6187,M21046,Producto 8853,Medio,"301,1",311,1413,"46,6",30,0,No Failure
6188,L53367,Producto 4725,Bajo,301,311,1437,56,33,0,No Failure
6189,L53368,Producto 4726,Bajo,301,"310,9",1450,"45,9",35,0,No Failure
6190,M21049,Producto 8854,Medio,301,"310,9",1910,"21,9",37,0,No Failure
6191,L53370,Producto 4727,Bajo,"300,9","310,9",1749,"26,4",40,0,No Failure
6192,H35605,Producto 617,Alto,301,"310,9",1916,22,42,0,No Failure
6193,L53372,Producto 4728,Bajo,301,"310,9",1428,"45,3",47,0,No Failure
6194,L53373,Producto 4729,Bajo,301,"310,9",1578,"38,4",49,0,No Failure
6195,L53374,Producto 4730,Bajo,"300,9","310,8",1571,"39,9",51,0,No Failure
6196,L53375,Producto 4731,Bajo,"300,9","310,8",1729,"30,2",53,0,No Failure
6197,L53376,Producto 4732,Bajo,"300,9","310,8",1701,"30,4",55,0,No Failure
6198,L53377,Producto 4733,Bajo,"300,9","310,8",1493,"45,8",57,0,No Failure
6199,M21058,Producto 8855,Medio,301,"310,9",1554,"32,7",59,0,No Failure
6200,L53379,Producto 4734,Bajo,"300,9","310,9",1497,"43,2",62,0,No Failure
6201,L53380,Producto 4735,Bajo,301,"310,9",1679,"29,8",64,0,No Failure
6202,M21061,Producto 8856,Medio,301,"310,9",1510,"44,5",66,0,No Failure
6203,L53382,Producto 4736,Bajo,301,"310,9",1296,"54,9",69,0,No Failure
6204,L53383,Producto 4737,Bajo,301,"310,9",1404,"41,8",71,0,No Failure
6205,M21064,Producto 8857,Medio,"300,9","310,8",1519,"34,9",73,0,No Failure
6206,M21065,Producto 8858,Medio,"300,9","310,7",1696,"27,3",76,0,No Failure
6207,M21066,Producto 8859,Medio,"300,8","310,6",1669,"28,4",79,0,No Failure
6208,L53387,Producto 4738,Bajo,"300,7","310,6",1447,"40,7",82,0,No Failure
6209,M21068,Producto 8860,Medio,"300,7","310,6",1418,"46,3",84,0,No Failure
6210,L53389,Producto 4739,Bajo,"300,7","310,6",1407,"40,5",87,0,No Failure
6211,L53390,Producto 4740,Bajo,"300,8","310,5",1434,"44,5",89,0,No Failure
6212,L53391,Producto 4741,Bajo,"300,8","310,6",1360,"48,8",91,0,No Failure
6213,L53392,Producto 4742,Bajo,"300,8","310,6",1402,"53,7",93,0,No Failure
6214,L53393,Producto 4743,Bajo,"300,9","310,6",1552,"34,9",95,0,No Failure
6215,L53394,Producto 4744,Bajo,"300,9","310,7",1392,"44,2",97,0,No Failure
6216,L53395,Producto 4745,Bajo,"301,1","310,8",1521,41,99,0,No Failure
6217,L53396,Producto 4746,Bajo,"301,1","310,8",1724,"27,5",101,0,No Failure
6218,M21077,Producto 8861,Medio,301,"310,7",1455,"46,1",103,0,No Failure
6219,H35632,Producto 618,Alto,301,"310,6",1366,"50,6",106,0,No Failure
6220,H35633,Producto 619,Alto,"301,1","310,6",1407,"43,9",111,0,No Failure
6221,L53400,Producto 4747,Bajo,"301,1","310,8",1470,"49,3",116,0,No Failure
6222,M21081,Producto 8862,Medio,"301,2","310,9",1359,"50,8",118,0,No Failure
6223,H35636,Producto 620,Alto,"301,1","310,8",1792,"25,8",121,0,No Failure
6224,M21083,Producto 8863,Medio,"301,1","310,9",1552,"37,9",126,0,No Failure
6225,L53404,Producto 4748,Bajo,"301,2",311,1612,"32,9",129,0,No Failure
6226,M21085,Producto 8864,Medio,"301,2",311,1424,"41,4",131,0,No Failure
6227,H35640,Producto 621,Alto,"301,3",311,1341,"59,3",134,0,No Failure
6228,L53407,Producto 4749,Bajo,"301,2","310,8",1479,"38,2",139,0,No Failure
6229,L53408,Producto 4750,Bajo,"301,2","310,9",1413,"50,1",141,0,No Failure
6230,L53409,Producto 4751,Bajo,"301,3","310,9",2165,"17,4",143,0,No Failure
6231,M21090,Producto 8865,Medio,"301,3",311,1641,33,145,0,No Failure
6232,M21091,Producto 8866,Medio,"301,3",311,1495,"40,8",148,0,No Failure
6233,L53412,Producto 4752,Bajo,"301,3",311,1576,"30,4",151,0,No Failure
6234,L53413,Producto 4753,Bajo,"301,2","310,9",1467,"37,1",153,0,No Failure
6235,L53414,Producto 4754,Bajo,"301,2","310,8",1479,"41,2",155,0,No Failure
6236,L53415,Producto 4755,Bajo,"301,3","310,9",1596,"33,9",157,0,No Failure
6237,M21096,Producto 8867,Medio,"301,3","310,9",1512,"36,9",159,0,No Failure
6238,L53417,Producto 4756,Bajo,"301,4","310,9",1414,"38,8",162,0,No Failure
6239,L53418,Producto 4757,Bajo,"301,3","310,8",1390,"57,4",164,0,No Failure
6240,L53419,Producto 4758,Bajo,"301,2","310,7",1644,"31,6",166,0,No Failure
6241,M21100,Producto 8868,Medio,"301,2","310,7",1394,"42,8",168,0,No Failure
6242,L53421,Producto 4759,Bajo,"301,1","310,5",1324,"52,4",171,0,No Failure
6243,L53422,Producto 4760,Bajo,301,"310,4",1476,"43,6",173,0,No Failure
6244,L53423,Producto 4761,Bajo,301,"310,4",2204,"16,6",175,0,No Failure
6245,M21104,Producto 8869,Medio,301,"310,4",1665,"30,9",177,0,No Failure
6246,L53425,Producto 4762,Bajo,"300,9","310,4",1445,"41,7",180,0,No Failure
6247,H35660,Producto 622,Alto,"300,8","310,3",1457,"46,8",182,0,No Failure
6248,L53427,Producto 4763,Bajo,"300,8","310,2",1492,"46,3",187,0,No Failure
6249,L53428,Producto 4764,Bajo,"300,8","310,1",1405,"61,2",189,1,Power Failure
6250,L53429,Producto 4765,Bajo,"300,7","310,1",1542,"35,5",191,0,No Failure
6251,L53430,Producto 4766,Bajo,"300,8","310,2",1520,"37,7",193,0,No Failure
6252,M21111,Producto 8870,Medio,"300,8","310,2",1598,"36,5",195,0,No Failure
6253,L53432,Producto 4767,Bajo,"300,8","310,3",1538,"36,1",198,0,No Failure
6254,L53433,Producto 4768,Bajo,"300,9","310,4",1615,"30,9",200,0,No Failure
6255,L53434,Producto 4769,Bajo,301,"310,5",1408,47,202,0,No Failure
6256,L53435,Producto 4770,Bajo,301,"310,5",1379,"57,3",204,1,Overstrain Failure
6257,L53436,Producto 4771,Bajo,301,"310,6",1493,"37,8",206,1,Tool Wear Failure
6258,L53437,Producto 4772,Bajo,"301,1","310,7",1376,"49,1",0,0,No Failure
6259,M21118,Producto 8871,Medio,"301,1","310,7",1583,"40,7",2,0,No Failure
6260,M21119,Producto 8872,Medio,"301,2","310,8",1396,"47,4",5,0,No Failure
6261,L53440,Producto 4773,Bajo,"301,1","310,7",1436,"45,3",8,0,No Failure
6262,L53441,Producto 4774,Bajo,"301,1","310,6",1417,"47,6",10,0,No Failure
6263,L53442,Producto 4775,Bajo,301,"310,6",1641,"33,4",12,0,No Failure
6264,M21123,Producto 8873,Medio,301,"310,6",1698,"27,3",14,0,No Failure
6265,L53444,Producto 4776,Bajo,"300,9","310,4",1541,"39,1",17,0,No Failure
6266,L53445,Producto 4777,Bajo,"300,8","310,3",1383,"46,6",19,0,No Failure
6267,L53446,Producto 4778,Bajo,"300,8","310,4",1368,"46,8",21,0,No Failure
6268,L53447,Producto 4779,Bajo,"300,8","310,4",1570,"35,2",23,0,No Failure
6269,L53448,Producto 4780,Bajo,"300,9","310,5",1616,"33,5",25,0,No Failure
6270,M21129,Producto 8874,Medio,"300,9","310,5",1444,"43,2",27,0,No Failure
6271,L53450,Producto 4781,Bajo,"300,9","310,4",2021,"18,8",30,0,No Failure
6272,M21131,Producto 8875,Medio,"300,9","310,5",1702,"29,3",32,0,No Failure
6273,M21132,Producto 8876,Medio,"301,1","310,6",1429,"52,7",35,0,No Failure
6274,L53453,Producto 4782,Bajo,"301,2","310,8",1711,"28,9",38,0,No Failure
6275,M21134,Producto 8877,Medio,"301,2","310,7",1543,"32,9",40,0,No Failure
6276,L53455,Producto 4783,Bajo,"301,3","310,8",1628,"32,2",43,0,No Failure
6277,L53456,Producto 4784,Bajo,"301,2","310,8",1233,"64,6",45,0,No Failure
6278,L53457,Producto 4785,Bajo,"301,2","310,8",1461,"40,6",47,0,No Failure
6279,L53458,Producto 4786,Bajo,"301,2","310,7",1568,"38,3",49,0,No Failure
6280,L53459,Producto 4787,Bajo,"301,3","310,8",1432,"54,4",51,0,No Failure
6281,M21140,Producto 8878,Medio,"301,2","310,7",1527,"41,1",53,0,No Failure
6282,M21141,Producto 8879,Medio,"301,3","310,8",1455,"41,2",56,0,No Failure
6283,M21142,Producto 8880,Medio,"301,3","310,8",1418,"45,4",59,0,No Failure
6284,L53463,Producto 4788,Bajo,"301,3","310,8",1719,"29,5",62,0,No Failure
6285,M21144,Producto 8881,Medio,"301,2","310,8",1734,"31,3",64,0,No Failure
6286,M21145,Producto 8882,Medio,"301,2","310,7",1426,"46,1",67,0,No Failure
6287,L53466,Producto 4789,Bajo,"301,1","310,6",1611,"35,2",70,0,No Failure
6288,M21147,Producto 8883,Medio,"301,1","310,6",1479,"41,1",72,0,No Failure
6289,L53468,Producto 4790,Bajo,301,"310,5",1317,"50,9",75,0,No Failure
6290,L53469,Producto 4791,Bajo,301,"310,5",1248,"61,4",77,0,No Failure
6291,L53470,Producto 4792,Bajo,301,"310,5",1932,"21,7",79,0,No Failure
6292,M21151,Producto 8884,Medio,"301,1","310,5",1547,"35,8",81,0,No Failure
6293,L53472,Producto 4793,Bajo,301,"310,4",1614,"31,6",84,0,No Failure
6294,H35707,Producto 623,Alto,301,"310,4",1512,"44,9",86,0,No Failure
6295,L53474,Producto 4794,Bajo,"301,1","310,5",1529,"38,7",91,0,No Failure
6296,H35709,Producto 624,Alto,"301,1","310,6",1782,"24,9",93,0,No Failure
6297,L53476,Producto 4795,Bajo,301,"310,5",1429,"39,4",98,0,No Failure
6298,M21157,Producto 8885,Medio,"301,1","310,5",1309,"60,7",100,0,No Failure
6299,L53478,Producto 4796,Bajo,"301,1","310,5",1428,"44,1",103,0,No Failure
6300,L53479,Producto 4797,Bajo,"301,2","310,6",1385,"49,2",105,0,No Failure
6301,L53480,Producto 4798,Bajo,"301,2","310,7",1517,"39,4",107,0,No Failure
6302,M21161,Producto 8886,Medio,"301,2","310,6",1576,"39,6",109,0,No Failure
6303,L53482,Producto 4799,Bajo,"301,2","310,6",1437,"51,2",112,0,No Failure
6304,H35717,Producto 625,Alto,"301,2","310,6",1457,"50,5",114,0,No Failure
6305,L53484,Producto 4800,Bajo,"301,1","310,5",1532,"37,5",119,0,No Failure
6306,M21165,Producto 8887,Medio,"301,1","310,5",1603,"32,6",121,0,No Failure
6307,L53486,Producto 4801,Bajo,301,"310,4",1563,"34,4",124,0,No Failure
6308,L53487,Producto 4802,Bajo,301,"310,3",1617,"34,5",126,0,No Failure
6309,M21168,Producto 8888,Medio,"300,8","310,1",1686,"26,9",128,0,No Failure
6310,L53489,Producto 4803,Bajo,"300,9","310,2",1382,"50,4",131,0,No Failure
6311,L53490,Producto 4804,Bajo,"300,9","310,1",2090,"17,8",133,0,No Failure
6312,L53491,Producto 4805,Bajo,"300,9","310,3",1446,"44,5",135,0,No Failure
6313,M21172,Producto 8889,Medio,"300,9","310,2",1533,"38,1",137,0,No Failure
6314,L53493,Producto 4806,Bajo,"300,9","310,3",1440,"47,6",140,0,No Failure
6315,M21174,Producto 8890,Medio,301,"310,4",1793,25,142,0,No Failure
6316,M21175,Producto 8891,Medio,301,"310,4",1517,"46,1",145,0,No Failure
6317,L53496,Producto 4807,Bajo,"300,9","310,4",1544,36,148,0,No Failure
6318,L53497,Producto 4808,Bajo,"300,9","310,3",1321,"48,8",150,0,No Failure
6319,M21178,Producto 8892,Medio,"300,9","310,3",1416,"50,9",152,0,No Failure
6320,L53499,Producto 4809,Bajo,"300,8","310,2",1514,40,155,0,No Failure
6321,M21180,Producto 8893,Medio,"300,8","310,2",1304,"52,5",157,0,No Failure
6322,L53501,Producto 4810,Bajo,"300,7","310,2",1286,"64,9",160,0,No Failure
6323,M21182,Producto 8894,Medio,"300,7","310,1",1483,"40,2",162,0,No Failure
6324,L53503,Producto 4811,Bajo,"300,7","310,1",1351,"46,9",165,0,No Failure
6325,M21184,Producto 8895,Medio,"300,7","310,1",1367,"52,6",167,0,No Failure
6326,L53505,Producto 4812,Bajo,"300,7","310,1",1721,"32,3",170,0,No Failure
6327,L53506,Producto 4813,Bajo,"300,6",310,1455,"40,4",172,0,No Failure
6328,L53507,Producto 4814,Bajo,"300,6",310,1425,"49,5",174,0,No Failure
6329,L53508,Producto 4815,Bajo,"300,7",310,1672,"29,7",176,0,No Failure
6330,M21189,Producto 8896,Medio,"300,7",310,1641,"34,6",178,0,No Failure
6331,M21190,Producto 8897,Medio,"300,5",310,1580,37,181,0,No Failure
6332,H35745,Producto 626,Alto,"300,5",310,1495,"47,4",184,0,No Failure
6333,M21192,Producto 8898,Medio,"300,5","309,9",1994,"19,8",189,0,No Failure
6334,M21193,Producto 8899,Medio,"300,4","309,9",1415,"31,8",192,0,No Failure
6335,M21194,Producto 8900,Medio,"300,4","309,8",1725,"30,4",195,0,No Failure
6336,M21195,Producto 8901,Medio,"300,4","309,8",1430,"43,4",198,0,No Failure
6337,L53516,Producto 4816,Bajo,"300,4","309,8",1395,"48,1",201,0,No Failure
6338,M21197,Producto 8902,Medio,"300,4","309,8",1435,"43,6",203,0,No Failure
6339,L53518,Producto 4817,Bajo,"300,4","309,9",1681,"28,6",206,0,No Failure
6340,L53519,Producto 4818,Bajo,"300,5",310,1451,"48,6",208,0,No Failure
6341,H35754,Producto 627,Alto,"300,5","309,9",1397,"45,9",210,1,Tool Wear Failure
6342,M21201,Producto 8903,Medio,"300,4","309,8",1421,"47,2",0,0,No Failure
6343,M21202,Producto 8904,Medio,"300,3","309,8",1444,42,3,0,No Failure
6344,L53523,Producto 4819,Bajo,"300,2","309,8",1827,23,6,0,No Failure
6345,H35758,Producto 628,Alto,"300,2","309,8",1374,"47,7",8,0,No Failure
6346,L53525,Producto 4820,Bajo,"300,2","309,8",1650,"29,6",13,0,No Failure
6347,L53526,Producto 4821,Bajo,"300,2","309,7",1275,"60,7",15,0,No Failure
6348,L53527,Producto 4822,Bajo,"300,2","309,7",1421,"44,6",17,0,No Failure
6349,L53528,Producto 4823,Bajo,"300,2","309,8",1557,"33,8",19,0,No Failure
6350,L53529,Producto 4824,Bajo,"300,1","309,8",1506,"35,2",21,0,No Failure
6351,L53530,Producto 4825,Bajo,"300,1","309,7",1362,"49,1",23,0,No Failure
6352,L53531,Producto 4826,Bajo,300,"309,7",1542,"47,1",25,0,No Failure
6353,L53532,Producto 4827,Bajo,300,"309,6",1496,"38,8",27,0,No Failure
6354,M21213,Producto 8905,Medio,300,"309,6",1491,42,29,0,No Failure
6355,L53534,Producto 4828,Bajo,"300,1","309,6",1565,"34,8",32,0,No Failure
6356,L53535,Producto 4829,Bajo,"300,1","309,7",1481,"37,9",34,0,No Failure
6357,M21216,Producto 8906,Medio,"300,1","309,7",1420,"48,4",36,0,No Failure
6358,L53537,Producto 4830,Bajo,"300,2","309,8",1398,"54,8",39,0,No Failure
6359,M21218,Producto 8907,Medio,"300,2","309,8",1466,"45,7",41,0,No Failure
6360,L53539,Producto 4831,Bajo,"300,1","309,8",1430,"56,7",44,0,No Failure
6361,L53540,Producto 4832,Bajo,"300,1","309,7",1441,"40,1",46,0,No Failure
6362,M21221,Producto 8908,Medio,"300,1","309,7",1348,"57,3",48,0,No Failure
6363,L53542,Producto 4833,Bajo,300,"309,6",1738,"28,7",51,0,No Failure
6364,M21223,Producto 8909,Medio,300,"309,6",1618,"36,2",53,0,No Failure
6365,M21224,Producto 8910,Medio,"299,9","309,6",1489,"41,7",56,0,No Failure
6366,M21225,Producto 8911,Medio,"299,9","309,5",1412,"57,9",59,0,No Failure
6367,M21226,Producto 8912,Medio,"299,9","309,5",2065,"18,1",62,0,No Failure
6368,L53547,Producto 4834,Bajo,300,"309,6",1571,"33,1",65,0,No Failure
6369,M21228,Producto 8913,Medio,300,"309,6",1423,"48,7",67,0,No Failure
6370,H35783,Producto 629,Alto,300,"309,5",1781,"24,9",70,0,No Failure
6371,L53550,Producto 4835,Bajo,"300,1","309,6",1321,"46,9",75,0,No Failure
6372,L53551,Producto 4836,Bajo,"300,1","309,6",1546,"36,7",77,0,No Failure
6373,M21232,Producto 8914,Medio,300,"309,5",1879,"22,4",79,0,No Failure
6374,H35787,Producto 630,Alto,300,"309,5",1735,"28,9",82,0,No Failure
6375,L53554,Producto 4837,Bajo,300,"309,5",1506,"38,8",87,0,No Failure
6376,H35789,Producto 631,Alto,300,"309,6",1629,"32,3",89,0,No Failure
6377,L53556,Producto 4838,Bajo,300,"309,6",1694,"28,7",94,0,No Failure
6378,L53557,Producto 4839,Bajo,"300,1","309,6",1541,37,96,0,No Failure
6379,L53558,Producto 4840,Bajo,300,"309,6",1514,"44,6",98,0,No Failure
6380,L53559,Producto 4841,Bajo,"300,1","309,7",1485,"45,9",100,0,No Failure
6381,L53560,Producto 4842,Bajo,"300,2","309,8",1430,55,102,0,No Failure
6382,L53561,Producto 4843,Bajo,"300,2","309,7",1771,"27,1",104,0,No Failure
6383,L53562,Producto 4844,Bajo,"300,2","309,8",1481,"41,9",106,0,No Failure
6384,H35797,Producto 632,Alto,"300,2","309,7",1483,"43,8",108,0,No Failure
6385,H35798,Producto 633,Alto,"300,1","309,6",1463,"45,1",113,0,No Failure
6386,L53565,Producto 4845,Bajo,"300,1","309,7",1410,"48,3",118,0,No Failure
6387,L53566,Producto 4846,Bajo,"300,2","309,7",1656,"34,3",120,0,No Failure
6388,M21247,Producto 8915,Medio,"300,2","309,8",1487,"39,2",122,0,No Failure
6389,H35802,Producto 634,Alto,"300,3","309,9",1509,"46,6",125,0,No Failure
6390,H35803,Producto 635,Alto,"300,3","309,9",1677,"30,1",130,0,No Failure
6391,L53570,Producto 4847,Bajo,"300,3","309,8",1450,55,135,0,No Failure
6392,M21251,Producto 8916,Medio,"300,2","309,7",1413,43,137,0,No Failure
6393,L53572,Producto 4848,Bajo,"300,1","309,7",1680,"33,8",140,0,No Failure
6394,L53573,Producto 4849,Bajo,"300,2","309,7",1678,"30,5",142,0,No Failure
6395,M21254,Producto 8917,Medio,"300,2","309,7",1408,44,144,0,No Failure
6396,M21255,Producto 8918,Medio,"300,1","309,6",1376,"52,1",147,0,No Failure
6397,L53576,Producto 4850,Bajo,300,"309,6",1526,"46,4",150,0,No Failure
6398,M21257,Producto 8919,Medio,300,"309,6",1587,"32,6",152,0,No Failure
6399,L53578,Producto 4851,Bajo,"300,1","309,7",1351,"58,2",155,0,No Failure
6400,M21259,Producto 8920,Medio,"300,1","309,6",1501,38,157,0,No Failure
6401,L53580,Producto 4852,Bajo,"300,1","309,7",1601,"35,8",160,0,No Failure
6402,M21261,Producto 8921,Medio,300,"309,6",1573,"39,7",162,0,No Failure
6403,M21262,Producto 8922,Medio,"300,1","309,6",1584,"36,7",165,0,No Failure
6404,L53583,Producto 4853,Bajo,"300,1","309,6",1649,"33,6",168,0,No Failure
6405,M21264,Producto 8923,Medio,"300,2","309,7",1183,"61,4",170,0,No Failure
6406,L53585,Producto 4854,Bajo,"300,1","309,7",2151,"17,5",173,0,No Failure
6407,L53586,Producto 4855,Bajo,"300,2","309,8",1526,"45,6",175,0,No Failure
6408,M21267,Producto 8924,Medio,"300,3","309,9",1611,29,177,0,No Failure
6409,L53588,Producto 4856,Bajo,"300,3","309,9",1601,"31,7",180,0,No Failure
6410,L53589,Producto 4857,Bajo,"300,3",310,1560,"40,8",182,0,No Failure
6411,L53590,Producto 4858,Bajo,"300,4","310,1",1544,"41,9",184,0,No Failure
6412,M21271,Producto 8925,Medio,"300,4",310,1560,"42,3",186,0,No Failure
6413,L53592,Producto 4859,Bajo,"300,4",310,1423,"44,2",189,0,No Failure
6414,L53593,Producto 4860,Bajo,"300,4","310,1",1614,"33,5",191,0,No Failure
6415,M21274,Producto 8926,Medio,"300,4","310,1",1457,"35,1",193,0,No Failure
6416,L53595,Producto 4861,Bajo,"300,4","310,1",1503,"42,2",196,0,No Failure
6417,H35830,Producto 636,Alto,"300,4","310,1",1484,38,198,0,No Failure
6418,L53597,Producto 4862,Bajo,"300,3","309,9",1540,"39,9",203,0,No Failure
6419,H35832,Producto 637,Alto,"300,3","309,9",1405,"52,1",205,0,No Failure
6420,H35833,Producto 638,Alto,"300,3","309,9",1394,"46,7",210,1,Tool Wear Failure
6421,L53600,Producto 4863,Bajo,"300,3","309,9",1518,"36,4",0,0,No Failure
6422,L53601,Producto 4864,Bajo,"300,3","309,9",1527,"41,4",2,0,No Failure
6423,L53602,Producto 4865,Bajo,"300,3","309,9",1377,"55,3",4,0,No Failure
6424,M21283,Producto 8927,Medio,"300,3",310,1537,"37,5",6,0,No Failure
6425,M21284,Producto 8928,Medio,"300,3",310,1409,"43,2",9,0,No Failure
6426,L53605,Producto 4866,Bajo,"300,3","309,9",1393,"56,1",12,0,No Failure
6427,L53606,Producto 4867,Bajo,"300,2","309,7",1448,"36,8",14,0,No Failure
6428,L53607,Producto 4868,Bajo,"300,2","309,8",1418,"49,3",16,0,No Failure
6429,M21288,Producto 8929,Medio,"300,2","309,8",1743,"24,1",18,0,No Failure
6430,M21289,Producto 8930,Medio,"300,2","309,8",1394,"47,4",21,0,No Failure
6431,L53610,Producto 4869,Bajo,"300,3","309,8",1523,"39,2",24,0,No Failure
6432,L53611,Producto 4870,Bajo,"300,2","309,8",1353,"59,4",26,0,No Failure
6433,M21292,Producto 8931,Medio,"300,3","309,9",1447,"46,5",28,0,No Failure
6434,L53613,Producto 4871,Bajo,"300,3","309,9",1570,34,31,0,No Failure
6435,M21294,Producto 8932,Medio,"300,3","309,9",1494,"38,5",33,0,No Failure
6436,L53615,Producto 4872,Bajo,"300,3","309,9",1621,"34,1",36,0,No Failure
6437,L53616,Producto 4873,Bajo,"300,4",310,1769,"26,1",38,0,No Failure
6438,L53617,Producto 4874,Bajo,"300,4",310,1282,"66,1",40,0,No Failure
6439,L53618,Producto 4875,Bajo,"300,4",310,1581,"30,3",42,0,No Failure
6440,L53619,Producto 4876,Bajo,"300,6","310,1",1656,"32,7",44,0,No Failure
6441,L53620,Producto 4877,Bajo,"300,6","310,2",1648,"31,7",46,0,No Failure
6442,L53621,Producto 4878,Bajo,"300,7","310,2",1639,"31,4",48,0,No Failure
6443,L53622,Producto 4879,Bajo,"300,7","310,2",1348,"54,8",50,0,No Failure
6444,L53623,Producto 4880,Bajo,"300,8","310,3",1537,"33,3",52,0,No Failure
6445,M21304,Producto 8933,Medio,"300,8","310,3",1270,61,54,0,No Failure
6446,L53625,Producto 4881,Bajo,"300,7","310,3",1662,"34,4",57,0,No Failure
6447,M21306,Producto 8934,Medio,"300,7","310,3",1471,"40,2",59,0,No Failure
6448,L53627,Producto 4882,Bajo,"300,6","310,1",1337,"45,8",62,0,No Failure
6449,H35862,Producto 639,Alto,"300,7","310,2",1877,"24,8",64,0,No Failure
6450,L53629,Producto 4883,Bajo,"300,6","310,2",1519,"44,6",69,0,No Failure
6451,L53630,Producto 4884,Bajo,"300,6","310,2",1378,"47,3",71,0,No Failure
6452,L53631,Producto 4885,Bajo,"300,7","310,2",1696,"27,5",73,0,No Failure
6453,L53632,Producto 4886,Bajo,"300,7","310,1",1376,"50,8",75,0,No Failure
6454,L53633,Producto 4887,Bajo,"300,7","310,2",1807,"24,2",77,0,No Failure
6455,L53634,Producto 4888,Bajo,"300,7","310,1",1598,"32,8",79,0,No Failure
6456,L53635,Producto 4889,Bajo,"300,7","310,1",1565,"40,2",81,0,No Failure
6457,L53636,Producto 4890,Bajo,"300,7","310,2",1387,"50,6",83,0,No Failure
6458,L53637,Producto 4891,Bajo,"300,7",310,1395,48,85,0,No Failure
6459,M21318,Producto 8935,Medio,"300,6",310,1302,"62,9",87,0,No Failure
6460,M21319,Producto 8936,Medio,"300,6",310,1397,"55,2",90,0,No Failure
6461,L53640,Producto 4892,Bajo,"300,6",310,1313,"52,9",93,0,No Failure
6462,L53641,Producto 4893,Bajo,"300,6",310,1505,"35,9",95,0,No Failure
6463,H35876,Producto 640,Alto,"300,6",310,1483,44,97,0,No Failure
6464,H35877,Producto 641,Alto,"300,5",310,1358,"60,4",102,0,No Failure
6465,M21324,Producto 8937,Medio,"300,5","309,9",1735,27,107,0,No Failure
6466,M21325,Producto 8938,Medio,"300,5","309,8",1416,"48,5",110,0,No Failure
6467,L53646,Producto 4894,Bajo,"300,4","309,7",1740,"31,1",113,0,No Failure
